colorfulness,sharpness,total_clip,saturation,noise,contrast,color_temp,ranking
38.7946,8.0625,17.0899,96.6382,0.0927,98.7318,5074.2180,0.0870
62.0265,7.0442,23.8304,135.6020,0.0287,96.5479,3905.4726,0.0555
74.7687,5.6480,6.5834,145.0874,0.3933,80.1513,3446.7413,0.3463
24.7196,5.4035,5.9471,52.8718,0.2410,70.9290,5443.4828,0.1890
40.7804,5.3085,6.4643,156.1964,0.2962,63.5074,4870.9754,0.0945
39.5999,4.3346,1.2259,63.6667,0.3684,54.4077,9525.8576,0.6991
27.8327,6.0943,7.4368,14.2510,0.0000,84.7310,9600.8486,0.1165
59.0351,10.9478,15.7126,150.7489,0.5824,90.6122,4035.1487,0.0477
42.0977,16.9026,2.8531,56.5637,2.0087,64.5717,7796.4602,0.2484
54.5040,5.6888,1.3693,73.2204,0.4958,61.2355,6639.9460,0.0757
7.5634,2.7825,2.2332,31.5857,0.0761,40.0261,5808.4956,0.0951
111.0703,4.1031,39.2130,109.0323,0.0000,97.2320,-93.0097,0.0533
38.4789,3.1416,2.3903,39.7834,0.0000,50.5582,6499.8782,0.0628
39.6698,11.5802,15.3252,46.0637,0.7512,68.7644,8040.6221,0.1151
34.5270,3.0767,1.6102,32.3171,0.0000,49.3695,6499.8782,0.0622
67.9556,16.2670,2.4386,114.7039,2.6888,65.7510,2732.5901,0.2581
37.4458,6.7377,4.7391,168.2605,0.1748,79.8537,5344.3021,0.1047
14.0251,7.7034,58.8293,11.5295,0.0000,70.7761,6008.9666,0.1608
68.9097,8.1317,61.3822,64.4624,0.0000,91.5243,8070.7125,0.0385
24.8570,6.9630,7.4720,22.7392,0.0000,91.4320,6499.8782,0.0739
21.0367,12.1069,1.2625,47.4158,1.3033,65.7116,6681.7521,0.1271
16.0943,7.1229,1.2381,40.2206,0.5742,55.9416,6028.4347,0.0938
27.4801,6.7849,1.1873,64.7403,0.6977,61.0481,10816.5587,0.0776
60.0843,10.3916,16.1386,154.8212,0.5471,90.8688,3972.1745,0.0515
70.1145,3.8913,1.0052,118.7794,0.3541,61.3534,2953.5053,0.2301
10.7868,2.6021,1.1142,62.6187,0.2057,62.5913,9049.1050,0.0755
9.3400,2.2648,1.0030,43.7785,0.1605,67.4016,7233.5586,0.0835
14.4067,1.9926,51.4596,29.2252,0.0000,111.1867,5091.4939,0.2450
20.2210,13.9476,1.0494,47.9890,1.5654,69.3418,5852.1835,0.2947
31.5749,17.3321,1.0028,122.1213,4.5580,47.4147,3995.2566,0.0807
45.4939,18.0048,1.4754,141.6613,4.0535,71.5606,6670.7152,0.2159
53.2156,5.2973,3.7192,48.6185,0.3541,58.1948,6685.3585,0.0539
40.2729,3.7470,1.1790,32.4887,0.0000,52.7160,6696.5948,0.0390
35.8459,2.4639,1.0719,35.1591,0.0000,58.2421,6753.2975,0.0711
11.7648,1.6862,1.0181,16.2082,0.0000,55.8195,6657.6318,0.0700
56.3285,6.3335,1.9679,62.8911,0.4672,44.0353,6088.0244,0.0797
11.7967,1.5477,1.0776,11.9534,0.0000,32.8490,6713.7391,0.0674
64.5413,4.0263,2.9472,46.3522,0.2019,61.8553,6219.2394,0.0436
12.4478,2.3147,1.1322,17.0607,0.0000,59.4819,6713.7391,0.0581
22.9063,1.9842,1.0981,17.4792,0.0000,49.9129,6722.9903,0.0496
16.8665,1.8616,1.0989,25.7682,0.0000,61.8826,6844.1061,0.1542
29.3601,3.5880,1.1813,49.8512,0.0000,38.2035,7858.1900,0.0262
50.0646,4.6570,1.3836,44.0588,0.0000,76.5756,6694.0264,0.2539
44.2635,5.0719,1.2430,76.1012,0.4942,59.7649,4633.5449,0.2038
40.1449,5.2991,1.2189,32.4495,0.0000,53.2918,6694.8750,0.0249
62.5876,6.5571,24.3389,137.8322,0.0000,96.9606,3948.4063,0.0778
7.6209,3.8654,1.2730,4.8256,0.2780,87.5333,6360.6956,0.0695
4.4902,1.8076,2.6857,4.3329,0.0000,61.8473,6499.8782,0.0376
16.0284,3.6205,2.1974,17.2289,0.0188,88.7602,5594.2997,0.0847
7.3679,4.2227,1.6064,8.7602,0.0000,92.8932,7097.0792,0.0526
41.1845,3.4760,80.8093,21.8069,0.0000,68.7169,6619.0081,0.0288
36.9722,14.0666,13.7402,47.7612,1.2861,85.8198,6050.4593,0.1204
4.6933,5.4957,1.6075,108.8574,0.0701,61.8649,8341.2741,0.0921
36.6474,11.3637,2.0343,69.3624,0.9002,69.6187,5249.3376,0.4494
57.1290,11.1426,1.7391,117.0107,1.1841,64.5312,3726.5328,0.2902
48.6945,7.8362,1.1003,105.3685,0.6624,63.4801,4991.9087,0.3323
77.3065,3.7468,2.3061,94.0715,0.3172,58.1923,7453.1570,0.1054
41.5605,2.6669,1.0394,46.8901,0.2471,47.3035,5866.9391,0.1021
51.7721,8.3166,1.4827,107.4069,0.6993,59.9493,4501.4065,0.0525
49.9031,3.7381,1.0107,74.0638,0.3503,65.7059,4829.6141,0.0939
11.8240,4.5632,1.1417,32.6924,0.3315,62.4541,6209.1055,0.0597
104.1108,12.5851,18.0862,110.0803,0.6152,92.9075,6378.0505,0.1390
69.2304,9.8744,3.0375,113.6319,0.5493,62.4746,11212.3624,0.0675
50.7473,5.2269,4.3384,89.1439,0.3541,69.6341,7809.9966,0.0704
32.5805,3.0423,2.5068,20.3375,0.2780,44.1728,6560.6959,0.0345
46.3705,4.4761,1.2566,144.6201,0.3624,55.5881,11787.7493,0.1810
49.8367,4.5109,1.2728,127.5476,0.2758,61.5515,3403.5023,0.3741
28.4088,8.6363,1.1040,107.3788,0.5659,72.3106,4752.9762,0.0428
81.4891,10.3949,2.2318,121.1751,0.6900,78.5126,4708.8294,0.0707
35.8896,10.5746,2.6684,56.8286,0.8521,68.5351,7405.5945,0.3399
23.9818,5.9388,2.0318,43.2958,0.0000,54.8603,7552.7267,0.1996
17.1727,8.6136,1.0941,29.9184,0.8400,64.3715,6577.9693,0.2918
41.2309,9.8511,4.8752,50.1124,0.5311,86.0587,5870.3338,0.0777
48.1282,6.7812,1.5996,71.2091,0.5681,59.1413,7061.7124,0.0678
52.9567,6.8645,2.8983,78.8164,0.4015,70.1532,6265.6654,0.1601
30.9108,4.7690,1.0898,51.3544,0.0000,64.9063,8895.8192,0.0182
29.1749,7.5893,7.9440,83.3762,0.3993,75.8009,4965.6612,0.0995
22.1324,1.6662,3.2057,85.6827,0.0000,73.8672,9771.4054,0.1076
52.1288,8.7389,38.8746,48.5058,0.5770,91.1361,11640.5961,0.0974
30.4339,14.0540,1.5545,74.8458,1.2123,64.0426,4803.2705,0.2109
32.6529,6.8977,29.7927,46.0170,0.0000,64.4021,6661.1495,0.1084
32.0012,11.5828,48.9342,43.3637,0.0000,93.1211,6174.3048,0.1688
63.8200,5.1882,4.7277,86.1501,0.4197,72.1623,6179.3439,0.2060
42.1106,6.8574,2.6037,93.7186,0.6751,64.3410,4237.5160,0.0884
44.2129,3.5846,1.1101,85.6607,0.4241,55.8908,4028.3856,0.1528
75.9705,7.3300,1.1824,134.0325,0.5802,63.7361,5655.6037,0.5093
93.9282,5.3100,1.0487,250.3984,0.1153,25.2789,1225.3100,0.0716
25.8487,5.1224,54.3372,15.7719,0.0000,85.7660,6573.0189,0.1834
84.0646,4.0486,3.2883,110.0116,0.1544,59.9435,5338.2619,0.1255
8.4056,4.1250,1.5209,18.1851,0.0000,53.5085,6839.4753,0.0317
34.8086,10.3090,17.3625,19.2331,0.4445,80.3994,6506.1557,0.1067
16.8228,6.5092,80.9323,9.1996,0.0000,73.2725,3071.7830,0.0384
32.2489,9.1021,59.4648,14.3334,0.0000,85.8865,4721.6264,0.0476
44.2672,7.6893,1.2550,74.4891,0.5146,63.6992,4603.9701,0.4352
87.0640,7.2844,30.2138,81.1996,0.1914,101.9442,3931.1972,0.1165
43.2594,7.7605,49.7684,50.2735,0.0248,89.2002,4315.2836,0.0755
32.2135,5.2176,59.8894,25.0827,0.0000,59.2332,6412.1669,0.3772
82.1045,7.0869,1.5405,118.4316,0.5576,71.7559,5409.3761,0.1024
32.2881,10.7148,1.2570,56.8161,0.6089,80.5064,5367.5450,0.0901
69.5118,8.4133,1.9259,72.9436,0.4980,75.9304,5585.8342,0.1370
87.8210,4.0339,47.8030,47.7945,0.0002,45.2776,6333.0479,0.1704
89.1935,4.7086,46.8660,52.3952,0.0000,102.2576,1158.7153,0.0388
98.4334,5.4932,17.0904,138.1484,0.0392,71.6449,2743.3146,0.6314
21.9572,3.7105,65.4890,16.1193,0.0000,78.8910,6581.1515,0.2401
163.4747,3.4322,24.7041,226.8075,0.2509,35.2814,2926.1368,0.0705
120.3817,3.3430,1.8853,201.2210,0.3723,43.9154,-949.8586,0.0397
7.1086,6.2717,39.6062,8.7870,0.0000,97.6895,6499.8782,0.0732
62.6853,6.5617,24.3897,137.8651,0.0000,96.9581,3948.4063,0.1041
32.5518,12.4738,1.7665,44.8597,0.6690,69.6173,5750.8610,0.1669
26.0715,7.0018,78.9162,18.4044,0.0000,71.8108,5270.5031,0.1929
102.8996,18.9890,3.0496,209.4867,3.4250,77.5259,2700.0035,0.0583
18.8874,6.7560,67.1605,23.2432,0.0000,86.0707,5352.3419,0.2971
33.0619,2.6738,53.9223,15.9111,0.0000,32.7034,6689.3922,0.0410
14.8526,3.2674,73.2393,14.1792,0.0000,69.2491,6725.1068,0.0819
72.6659,11.2284,2.1626,109.8152,1.3712,71.3042,4360.2765,0.0459
24.1500,1.8443,1.3631,62.0752,0.0000,33.0104,9332.0097,0.0367
50.0862,8.8957,3.1763,110.4007,0.6999,78.8492,4317.4526,0.1936
37.9896,8.5721,6.9384,75.5215,0.5085,77.0211,11719.0478,0.0816
31.7580,10.0213,56.7714,38.9534,0.0000,88.8381,5507.1946,0.1125
17.8333,3.8228,1.0947,45.4360,0.3232,44.7782,5207.1656,0.0852
6.8431,9.1879,2.4896,22.6939,0.0000,77.5135,6284.6992,0.1039
70.0804,7.3360,60.0620,50.8704,0.0000,86.3408,5155.0314,0.1572
30.2044,4.3198,1.8529,60.9150,0.2532,65.0377,5240.0752,0.3883
58.7341,7.1373,70.6884,21.1602,0.0000,66.6904,6649.1343,0.1273
36.9186,3.7603,2.5284,93.3376,0.3315,81.6402,3563.7535,0.2125
60.6139,6.4991,25.2106,136.5965,0.0000,97.4618,3693.8871,0.0543
45.9115,9.1931,2.0047,55.1352,0.6359,68.2585,5278.3078,0.1464
15.3629,1.9455,1.8081,22.0020,0.0000,22.3256,7190.2764,0.0124
21.3124,3.5490,1.0074,116.0808,0.4875,45.8339,4833.0492,0.2367
44.7743,4.2107,1.0752,145.9516,0.5334,51.7736,3409.2311,0.0794
31.8962,11.4950,1.3112,64.7339,1.2945,60.1892,5160.5427,0.1316
50.4962,7.2897,38.2130,68.2023,0.2449,106.5576,9353.3660,0.1706
56.9333,12.5290,1.8756,95.5590,1.4909,71.1711,5031.0695,0.0718
79.2005,6.7604,1.1081,109.3533,0.5824,73.3893,1038.5445,0.2063
37.9987,6.5866,2.3865,65.1435,0.7104,73.2211,5951.1538,0.2143
62.4559,7.6021,2.2207,118.6405,0.5124,70.2916,7461.2580,0.1305
42.7580,6.5629,57.7561,49.9245,0.0000,99.6287,3632.6715,0.3349
9.6845,5.1066,53.0579,18.8200,0.0000,103.0082,5857.2605,0.0745
37.1089,4.7949,74.9176,34.6641,0.0000,83.8690,-949.7563,0.1183
51.8918,2.9009,1.2599,92.2084,0.0000,62.0751,4774.3046,0.0580
0.1245,2.2722,3.0939,0.0391,2.1177,50.4388,6499.8782,0.1036
62.1097,6.5523,24.5886,137.5363,0.0000,97.0844,3948.4063,0.0612
85.8979,17.5633,3.5414,136.8241,2.1125,80.4272,4045.3721,0.1267
78.2161,12.6004,3.7671,102.6786,1.1604,72.4802,5486.3941,0.0949
23.8498,4.4570,6.8569,43.7904,0.2637,76.9987,7316.6782,0.2022
26.4831,23.5150,2.1272,73.3319,17.3618,56.5058,11644.1939,0.0848
12.4107,4.9239,71.9970,4.4913,0.0000,69.0065,6488.1283,0.0355
137.5177,1.9488,6.5635,231.5385,0.0513,51.1850,-177.0376,0.2379
35.4253,1.8658,2.4515,55.9919,0.0000,35.1241,5959.5589,0.0188
21.8571,3.2258,1.2824,119.6444,0.0000,64.2030,8733.2991,0.0301
34.3926,18.3262,18.9588,100.0479,1.3474,91.4969,4633.5962,0.0604
16.3460,3.4743,69.7549,20.8238,0.0000,78.3282,9029.5296,0.0277
19.0566,3.5114,1.0138,54.1995,0.2245,40.1736,9022.2955,0.0582
25.0442,16.7238,1.2072,101.4934,2.7754,65.2500,5057.0373,0.2423
26.4741,6.5685,80.2189,11.2000,0.0000,68.4998,6304.4500,0.2049
21.0242,5.8501,1.2577,35.5797,0.3458,91.0134,5858.9418,0.0861
54.9428,13.0010,5.7606,65.8283,1.8581,64.8820,4642.8749,0.0639
21.3566,1.9690,88.8766,7.9522,0.0000,53.9075,6499.8782,0.0931
19.6625,6.2833,1.2117,35.4261,0.4468,70.1860,5814.2462,0.1369
40.8159,7.7321,4.9396,43.8725,0.5108,78.2176,5743.1084,0.3127
51.0927,3.0890,66.3858,35.9619,0.0000,61.6703,5419.4842,0.1425
44.6306,6.1101,1.8031,71.6406,0.2984,59.9908,4499.7308,0.0992
44.9131,10.3225,1.3486,61.2750,0.5433,71.7607,6774.8751,0.0701
36.8997,3.5487,1.0253,61.0426,0.1770,38.8545,8742.3949,0.0244
30.9146,6.1924,1.0230,67.9807,0.0000,60.8248,9062.2484,0.0894
16.8228,5.8700,85.2964,9.1996,0.0000,61.1818,6134.1965,0.0244
34.1436,6.6735,2.3633,72.9389,0.5608,66.6028,6215.4675,0.0432
7.1552,3.7538,6.5007,10.2600,0.3232,61.9573,6585.1985,0.0353
62.0924,6.5560,24.6421,137.5267,0.0000,97.0933,3948.4063,0.0653
64.6582,8.8456,4.3653,63.8480,0.2691,83.0378,3989.1402,0.2356
14.6461,5.0878,67.9545,15.8536,0.0000,79.9791,7122.3459,0.3314
40.0750,8.9549,1.2001,106.2987,0.7280,58.6618,6491.4200,0.1118
55.5136,5.2689,1.1583,61.4452,0.0000,81.1424,4441.5320,0.1443
25.7268,6.7307,28.2545,45.7119,0.4187,84.2607,7032.1951,0.1524
47.8348,7.8555,9.1349,64.1283,0.0000,43.7213,4443.2399,0.0263
66.9396,25.7711,2.0486,176.8192,12.1410,45.0570,2318.7271,0.4140
36.4482,5.3693,2.1249,138.3661,0.2493,80.3898,5988.2021,0.0202
15.4466,19.9218,1.8955,152.1283,2.3919,73.0772,6471.9638,0.1573
21.9485,2.3772,1.0026,99.1596,0.0000,71.5859,9111.7840,0.0190
74.0730,3.6977,75.3006,41.6028,0.0000,63.4249,2265.6281,0.0164
38.9446,6.7791,1.7887,62.1824,0.6712,86.1105,5729.5926,0.0809
61.6835,7.9342,1.0663,109.5711,0.6293,72.9555,8913.0279,0.0467
74.0544,5.2512,1.0131,107.1805,0.4942,59.7622,3288.5120,0.0388
51.0642,8.6394,23.0217,131.9961,0.0414,98.1795,4316.7992,0.0244
46.9521,8.6346,28.3032,25.9780,0.0000,96.5562,4373.0324,0.0253
42.5895,7.2187,1.4112,144.1798,0.3149,56.5957,3831.4764,0.1310
21.0640,3.6459,1.0280,59.6137,0.3089,52.2431,8555.9774,0.0129
39.0412,10.2063,1.0540,69.1943,0.8891,68.1287,7280.2967,0.0779
35.8854,8.5979,1.8632,80.9221,0.4407,67.5560,4942.7954,0.0621
40.9858,5.3877,1.0377,75.0296,0.5267,60.2078,5085.4522,0.1442
59.1812,8.5994,20.1568,47.5524,0.1936,74.2110,6444.8950,0.0285
149.8653,6.8890,4.1123,185.3337,0.2614,60.7749,-159.7052,0.0702
62.5959,6.5604,24.4947,137.8158,0.0000,96.9736,3948.4063,0.0604
38.1219,11.5137,46.3210,35.9994,0.2427,98.9725,5485.4444,0.0895
63.4069,11.4586,2.1307,101.0470,1.0976,63.8702,5814.9308,0.0753
75.5927,6.3513,49.7710,62.3525,0.0392,90.7267,565.6533,0.0900
32.9833,9.7451,1.6134,54.7855,0.3149,82.9511,6336.4516,0.0674
61.3025,6.5251,24.8623,137.0383,0.0000,97.2858,3662.2001,0.0337
25.4346,3.9649,1.2546,25.9493,0.0000,66.9055,6638.5286,0.0300
47.9428,7.0869,2.9738,124.0826,0.0866,68.6422,5686.5385,0.2429
44.4112,6.2766,14.4937,95.4103,0.0000,74.4626,4203.4541,1.0000
6.6126,7.2116,15.1728,44.2804,0.0000,86.0498,7217.9285,0.1765
42.3949,8.9674,14.4362,85.0408,0.0000,74.9664,4262.6010,0.3871
40.0857,8.0225,7.4816,92.0703,0.0585,69.8973,4371.7499,0.0938
51.2218,7.8420,52.5352,38.1457,0.0000,89.5699,4149.8415,0.0838
20.1579,3.7773,18.3827,33.8914,0.3044,74.2087,7393.0548,0.2748
4.8008,3.2562,63.6992,14.4294,0.0000,89.8559,8201.8343,0.0962
28.8696,3.8058,2.7191,9.0842,0.1605,69.0258,6416.0453,0.0545
25.7069,4.2985,65.2420,9.3040,0.0000,80.2984,6550.3689,0.0125
38.5856,3.2487,1.3738,20.4629,0.0000,54.8930,6542.2543,0.0330
48.9435,7.2739,10.3370,78.5361,0.5394,82.5368,5023.5072,0.1140
24.9377,2.4816,1.3100,20.8236,0.0000,56.4394,6686.9981,0.0132
4.7353,1.6031,86.9269,7.7748,0.0000,70.7590,8521.2633,0.0493
11.9954,2.7295,47.9748,39.5377,0.0000,117.3563,6267.5786,0.0187
39.9816,4.7723,3.0731,46.9969,0.0000,61.1796,6822.6736,0.0796
21.6509,6.1873,1.2652,50.9484,0.8800,41.9896,8892.1347,0.4218
33.6392,1.8473,1.0258,43.4277,0.0000,39.1860,6467.4703,0.0901
23.5706,5.1383,1.3527,43.1441,0.6525,45.5869,6506.7391,0.3734
56.2135,9.7966,39.3048,62.3274,0.5146,69.8841,8158.3108,0.0230
25.6627,6.6400,1.1117,35.9984,0.3436,61.2180,6248.5234,0.0876
86.1282,3.0250,2.3812,123.2017,0.2697,58.4569,4399.2181,0.0262
66.4920,3.3170,1.3993,35.0449,0.0000,42.2452,6416.6504,0.0154
14.7211,3.7375,6.8356,17.7775,0.0000,112.4532,6635.6408,0.0262
23.7528,7.7510,1.0973,28.0879,1.1969,60.1672,5944.0842,0.7248
48.3488,4.9103,1.1329,63.0903,0.6359,53.3442,7190.6151,0.4399
37.7279,9.6258,1.2852,66.1937,0.5869,70.5064,5188.8507,0.1334
22.4106,8.2668,1.2046,60.0268,0.3541,76.8263,5480.4720,0.0725
44.6452,5.8664,1.1663,69.6012,0.6398,71.3603,3995.5257,0.3653
63.9151,2.0175,76.1914,43.5433,0.0000,78.1130,134.7209,0.2305
1.8819,3.4479,65.5133,5.0054,0.0000,98.4511,6186.8848,0.1118
37.9283,21.9917,3.4048,62.5638,1.7629,65.3705,5778.9972,0.1556
26.1556,4.7484,29.2740,38.4357,0.0414,82.9408,7032.3357,0.0910
7.5608,4.0598,1.0187,27.3769,0.0000,54.0779,6499.8782,0.3139
71.5541,6.1084,60.1748,65.9978,0.0000,85.9426,7397.8160,0.1606
85.0772,7.8291,60.2135,60.1305,0.0000,78.4734,5655.6306,0.1073
98.5098,8.1939,59.8284,73.7465,0.0000,81.0534,3419.1188,0.2642
67.1043,4.2168,64.1009,39.4878,0.0000,85.4943,5216.8650,0.0805
46.4180,4.1590,1.1980,54.1376,0.2713,74.8868,3926.3408,0.0549
93.6908,15.4252,2.1446,125.2068,1.1059,82.8434,5650.0185,0.1424
56.6991,6.1437,70.6917,42.0786,0.0000,88.7778,6062.9163,0.2437
27.5906,5.0680,1.7071,72.2590,0.4506,81.9692,7100.6366,0.1585
52.1273,16.8774,18.9620,129.6393,1.6017,99.4715,4850.3873,0.0800
12.9064,6.4472,5.2820,16.7240,0.4280,83.0644,6841.5884,0.1269
31.3316,8.9080,1.0550,51.9988,1.4792,44.1930,5376.3241,0.1954
15.1305,1.4140,1.0514,53.0860,0.0844,74.3398,8372.6356,0.0528
10.9674,3.6368,1.0029,46.2553,0.2592,34.1224,8319.5163,0.0707
26.1057,9.1382,1.0788,52.5691,0.7082,59.9134,5375.1670,0.2141
65.3213,6.1048,1.7084,58.6168,0.4980,48.2041,6582.3468,0.0767
35.9916,19.2395,1.4127,54.2162,4.2155,54.2539,6155.3308,0.1629
63.7378,3.7428,1.0230,76.8036,0.1831,45.0118,10253.3757,0.2266
64.6769,4.2229,5.1097,64.1665,0.2780,93.1549,5486.2733,0.1398
127.7084,5.5910,4.1757,195.1436,0.5267,58.9318,2539.6175,0.3086
81.1668,6.5433,4.6276,82.5823,0.4726,83.3229,5845.7813,0.6873
32.4938,10.0658,1.2184,75.8113,1.2260,64.4499,5394.3004,0.0881
52.8244,14.5151,2.0872,82.3154,1.8680,59.3194,4452.7025,0.0828
19.7145,5.1785,2.0759,44.8002,0.4881,71.7900,5831.2035,0.0847
37.7417,4.5791,12.1031,155.7423,0.1274,91.6579,5388.6917,0.1592
46.7892,5.1256,4.1722,66.9401,0.5207,80.3133,5189.6334,0.3255
47.8022,6.9910,1.5999,97.8758,0.8174,61.6089,5171.7847,0.5808
26.6781,7.6410,1.2259,77.7126,1.3276,52.6152,7398.5163,0.4979
75.8372,10.3305,2.3878,138.1894,0.8130,75.9071,6044.4670,0.5391
24.4098,2.5569,1.1470,21.3018,0.1175,43.7481,6698.1341,0.1564
34.0325,0.7858,91.3548,17.6778,0.0000,47.5788,1154.0056,0.6060
69.7273,8.9995,56.8192,68.8979,0.0000,96.3285,3044.9279,0.3339
28.1926,3.7140,6.1662,71.6599,0.0761,91.3445,6220.7676,0.1764
23.1914,5.2102,11.2313,43.8348,0.3624,80.9663,5400.1098,0.1940
12.4037,12.9757,4.0322,16.3683,1.7699,52.7306,6441.4805,0.1582
68.8015,3.7940,68.6619,44.7855,0.0000,95.4859,3852.0430,0.1663
30.4857,6.1707,1.6819,37.0524,0.4920,66.7703,5917.0575,0.3279
111.4823,6.0330,2.2038,198.2842,0.4672,51.3150,-9.4216,0.3739
48.6942,3.3269,1.1798,100.8742,0.0618,34.4101,10415.5887,0.0894
34.3660,5.2842,4.3611,44.9313,0.3232,65.2149,6469.3678,0.0972
30.0383,3.0629,3.7832,73.5518,0.3089,83.7279,5646.4319,0.2628
35.3136,5.0341,25.7455,36.3651,0.0000,95.0855,4402.0440,0.0786
26.2084,3.1872,1.2405,56.2514,0.1710,55.7025,5695.8279,0.1781
91.1501,5.0321,26.4452,98.7459,0.3602,89.2077,6967.3907,0.1418
26.7562,4.2703,1.0557,71.3492,0.3232,57.4059,6742.2556,0.6482
88.1235,8.2092,7.0523,125.4478,0.0000,86.3509,3132.1990,0.0535
89.3626,3.6174,20.0492,75.6460,0.3210,94.0924,6309.6590,0.2727
72.3478,4.5042,64.4192,53.1771,0.0000,90.0982,7235.5800,0.1048
77.8738,7.7395,1.6568,140.7852,0.5124,73.9906,5774.1474,0.0645
29.6413,8.2281,1.0797,99.2134,0.6751,72.3594,5928.1209,0.0364
9.6520,1.8917,1.4905,3.0569,1.4259,33.6424,6499.8782,0.1884
69.5666,6.2025,2.1446,64.1476,0.1853,100.1442,3032.7276,0.4015
23.6715,4.4497,1.0480,47.3411,0.2901,72.9206,7434.5760,0.1099
4.5447,2.9296,45.0148,23.5290,0.0000,111.9221,7601.5279,0.2315
47.1060,2.3174,1.0291,39.6300,0.1974,63.3058,6019.0880,0.0409
42.4093,5.1831,1.1845,31.2465,3.6274,42.8759,7301.5468,0.2778
42.2092,15.6000,1.9253,157.1124,5.6980,65.4171,2103.6745,0.2845
84.1808,8.1237,1.8693,166.4778,1.3027,56.9111,2191.2293,0.2204
81.5037,9.9647,2.0104,108.2984,0.6503,69.9909,5767.7034,0.0793
38.8816,5.4222,1.1092,46.0583,0.3458,57.4508,6342.9972,0.0497
13.8353,2.9009,90.4396,6.1331,0.0000,52.6203,6028.2930,0.0472
30.8826,6.5333,1.2266,50.2065,0.5742,69.4614,6138.7959,0.2480
24.9357,3.1226,3.2636,23.2913,0.1853,29.9371,7065.5798,0.2162
7.9180,1.7192,91.0353,3.1313,0.0000,37.5178,6422.2798,0.0766
38.0291,15.3129,1.1646,40.0857,2.4052,85.3356,6381.1861,0.0193
9.5744,3.9950,1.1941,14.0104,0.0000,103.5955,6976.6981,0.0716
103.8717,2.8712,4.7409,69.4730,0.0000,68.4912,6241.1723,0.2111
55.5790,5.3777,56.6441,44.2213,0.0000,92.5139,3604.1600,0.1013
20.1326,5.3014,1.1532,29.0572,0.0000,56.2581,7373.5950,0.0753
73.9673,17.9666,1.5788,145.8507,2.8532,57.1707,5068.6973,0.0158
45.1226,8.8394,1.4166,73.4508,0.6178,48.8313,7382.6186,0.0042
52.2590,19.1839,2.9107,131.3569,3.7575,72.5064,6378.4373,0.0126
34.2045,11.5219,1.6190,94.8088,1.0231,60.4888,4217.3245,0.0084
35.6730,23.5969,2.0724,66.1012,5.1189,69.4155,5741.8354,0.0158
53.8867,8.2316,2.2533,104.5699,0.7942,72.3085,4233.0227,0.0158
69.9288,17.4686,1.8952,145.7924,2.5441,58.7585,3005.5956,0.0147
46.7152,7.8029,62.4252,33.6359,0.0000,53.9018,5058.0002,0.0210
64.6836,14.5960,3.7336,83.3734,1.8219,71.2826,7949.5099,0.0179
54.1407,22.5172,3.3358,75.9986,3.1087,83.5218,6106.6696,0.0189
52.0638,15.0143,3.8702,74.6001,1.9138,69.5788,6980.1989,0.0147
34.3176,7.9484,1.5644,61.8490,0.3353,76.7750,6216.9242,0.0210
42.0321,15.0268,4.0661,46.3492,2.4744,66.5004,6554.7506,0.0095
50.4861,18.6650,3.4282,73.8904,3.2851,70.5723,5530.2235,0.0179
23.7523,11.3408,1.2647,49.2332,1.9459,42.1323,6201.1547,0.0284
96.4326,6.2873,2.7018,127.6325,0.3315,68.1626,2889.9174,0.0116
53.8415,11.4765,1.3090,86.0335,1.5304,59.1515,7650.6163,0.0126
45.9556,22.0138,1.9058,84.3313,4.4705,62.9630,7436.6780,0.0137
20.1283,9.5539,1.0865,40.6878,0.6359,59.7989,5693.5157,0.0168
45.8914,12.4415,6.9188,57.7138,1.8135,69.6235,6193.9918,0.0252
56.1629,4.4735,1.0023,147.6630,0.6464,43.3618,3100.6817,0.0137
53.8426,6.7544,3.1629,125.7811,0.4672,79.6590,4234.7923,0.0252
84.1525,16.9722,2.8534,172.2760,5.6539,58.8678,5382.7513,0.0084
125.5601,8.8821,31.9655,79.9923,0.0618,74.2684,3669.5417,0.0126
34.0010,28.0015,1.5710,116.5701,16.2337,50.3378,3920.8310,0.0084
53.5683,4.7399,56.7933,35.7168,0.0000,77.1014,2212.5860,0.0168
26.5148,17.3855,1.4096,55.2482,5.1728,69.1054,6007.2205,0.0095
45.5761,10.4079,4.0999,87.7885,0.6585,73.9064,5153.4895,0.0084
33.4025,14.2696,1.0032,98.1899,3.8306,42.7805,5156.2508,0.0095
33.7599,5.6112,56.0386,32.2400,0.0000,88.8013,6741.1804,0.0126
95.7604,10.1763,2.0089,105.6242,0.6398,66.4346,7225.8850,0.0137
19.1573,20.1466,2.6730,76.2771,3.6623,61.2844,4708.1437,0.0105
39.1903,9.2125,4.9155,104.7693,0.9161,89.5033,3913.7212,0.0116
38.5949,7.3397,5.6520,76.4931,0.5289,74.7309,5565.8586,0.0158
52.4263,9.5687,1.1062,140.7047,1.2454,52.0856,2674.8223,0.0105
117.4741,9.6441,2.5147,170.7451,0.6636,51.6557,2762.7300,0.0116
47.2207,19.5415,2.8769,35.7541,3.1558,81.4374,4465.7149,0.0095
83.8960,13.4858,16.1508,56.8566,0.5200,82.1531,6317.4101,0.0231
11.8248,7.9384,7.7181,16.5736,0.6811,65.9203,5918.2901,0.0252
