colorfulness,sharpness,total_clip,saturation,noise,contrast,color_temp,ranking
48.0844,4.5770,1.1057,85.9144,0.4550,69.2954,5014.1127,0.0867
60.2019,12.7897,1.4194,81.5661,0.7722,67.9073,7025.2172,0.1405
52.6275,10.3693,2.0990,74.4550,0.6977,72.1118,4430.8853,0.2590
88.9295,7.8724,1.0790,124.0016,0.5146,57.9297,4658.6878,0.0710
62.0141,9.9801,1.3462,85.8332,0.5703,70.5325,4838.4655,0.1101
49.5333,4.5981,1.8112,103.7799,0.3602,69.1872,3098.7790,0.0913
73.6055,6.6433,1.0411,104.3731,0.3519,61.7179,1952.6926,0.4044
26.0750,12.2201,1.6251,56.2616,1.0540,77.3778,5695.0897,0.2348
39.6350,6.5090,1.2387,55.7254,0.4776,77.4555,6280.1868,0.0745
115.4662,8.7866,2.2545,137.6122,0.4120,66.9541,7333.8370,0.0872
54.2666,8.4658,1.0274,79.5059,0.6773,61.4820,6174.5255,0.1268
107.4127,8.3702,1.2908,174.1843,0.6321,57.7253,5634.9032,0.1957
59.3205,7.6247,1.2144,124.7787,0.4302,54.5533,2486.3992,0.0495
25.5779,12.1182,1.2122,45.9915,1.5577,74.7734,5448.5204,0.3325
116.9608,4.9087,1.3579,122.4286,0.2863,66.6422,6378.0773,0.0915
49.0277,15.3421,1.1149,97.8689,2.2895,71.9327,5630.0217,0.0692
52.7173,11.1721,1.0451,96.8010,1.0468,66.5028,5587.4066,0.0446
52.0185,2.4260,1.3094,61.7377,0.3111,31.2383,7835.2597,0.1462
33.0953,11.3251,1.3178,77.0817,1.1499,64.8890,6333.0329,0.2615
27.5635,7.4582,1.0257,68.0439,0.5854,63.9356,4531.0873,0.1693
23.8775,9.8353,1.0273,48.9642,0.6856,68.8938,7229.6958,0.1516
42.7629,8.1458,1.2580,95.2056,1.4875,55.5654,5043.8396,0.1657
30.1677,5.4616,1.0419,80.8852,0.5085,47.4673,4044.4273,0.1333
113.7866,9.2436,1.6630,114.8694,0.4445,72.8682,7036.8319,0.1754
92.0260,3.1088,2.3822,123.7491,0.3044,40.8536,8297.7884,0.1993
25.8187,4.0983,1.0009,44.2316,0.3414,50.3744,6316.1980,0.2863
34.5643,9.6567,1.1908,89.8685,0.8031,54.6792,4852.2102,0.1137
36.5680,10.3152,1.3342,92.0561,1.0518,66.3137,11201.4752,0.5504
23.5465,11.4715,1.3384,35.3814,0.7496,70.0331,5081.4217,0.0867
48.6754,6.6583,1.2855,73.6924,0.3745,65.6593,4832.2997,0.2619
36.3413,9.9034,1.0653,54.9806,0.4137,65.6667,5489.2191,0.1397
32.3683,1.2710,1.0132,206.4441,0.0000,20.0315,2003.9518,0.1160
40.0359,14.2147,2.8266,99.8915,1.6427,63.8632,5576.8307,0.1611
58.4662,4.1932,1.0259,103.6784,0.5394,38.1335,11075.8126,0.0963
50.4114,3.6760,1.0114,126.3946,0.3723,37.9579,2774.1052,0.1660
56.4746,4.0757,1.0030,102.5756,0.4672,64.5692,10183.5147,0.0867
23.5895,4.4088,1.2519,113.3401,0.1914,53.4595,3910.0310,0.0574
9.5779,8.4784,1.0062,14.3518,0.6916,66.1146,6595.2436,0.2857
39.7971,17.4603,1.7006,72.0479,1.0255,72.5782,5468.1873,0.2818
29.0509,18.0654,2.0471,41.3907,5.6363,75.5077,6086.2848,0.1487
94.4372,3.5186,8.0961,110.0716,0.2449,45.6215,2870.8112,0.0934
110.0397,5.1219,6.4294,144.8689,0.4837,65.7480,131.6061,0.1421
20.3753,3.1245,1.0000,32.2257,0.1853,71.6314,7352.2972,0.0924
33.0544,3.6439,1.0542,53.5052,0.0701,78.9250,9526.1381,0.0565
70.4597,5.3732,1.0717,105.8915,0.4738,68.7280,7913.4244,0.1708
92.0034,6.3769,1.8510,128.8621,0.4159,67.6524,7679.9341,0.1953
89.1454,3.8472,1.4903,78.2548,0.0061,80.8726,6124.5953,0.0951
13.6485,7.9088,1.4408,42.1812,0.4329,75.0525,9436.8751,0.3710
133.6658,3.8992,5.1742,135.4412,0.0596,45.7388,1.6275,0.1936
106.7416,5.9063,2.6826,194.6622,0.2863,59.2727,165.8013,0.0719
42.6661,12.0019,1.0799,76.1594,2.3482,56.8688,4207.1672,0.5426
132.1006,3.6134,5.7873,136.6190,0.2840,45.4840,1124.1821,0.0720
51.9153,10.2576,1.2005,61.6277,0.7308,61.2788,5738.3911,0.1268
66.0950,5.7977,1.4994,171.0980,0.4506,66.5408,282.3434,0.1518
48.9768,11.7768,1.1591,128.7108,1.0633,52.6015,4820.3902,0.1289
32.5257,13.3234,2.0271,86.9659,0.6828,86.9831,4815.9489,0.3885
90.2990,4.9032,1.1011,118.5475,0.3497,38.7195,7551.7502,0.4858
59.0647,17.4270,3.4354,195.8355,1.3160,73.8281,-946.3087,0.2145
23.5570,4.9863,1.0586,90.6184,0.3971,30.5493,4019.2797,0.1942
30.7081,5.9122,1.0278,57.0967,0.4980,71.8575,5388.0460,0.3252
146.6116,3.8781,4.0195,146.6969,0.0949,29.7170,4399.9652,0.0816
54.9606,7.1788,1.0843,101.1020,0.6299,62.9153,5229.8564,0.1487
41.5136,8.1222,1.9206,62.7390,0.3519,57.0874,4758.7215,0.2733
70.6064,13.7791,2.0540,208.8815,1.4451,58.7160,-949.3776,0.1261
38.0728,7.0975,1.0492,55.5663,0.5929,50.3944,5093.5465,0.1511
48.1872,7.6943,1.3315,48.7074,0.4958,77.0741,7659.7214,0.0981
88.2760,8.2086,1.9870,73.9910,0.3232,79.3453,6185.0891,0.1251
21.9616,3.7444,1.2109,24.0374,0.0000,73.3254,6607.0759,0.1996
52.5826,6.9666,1.3287,56.9997,0.3236,73.0489,7089.2609,0.2403
23.1981,7.0243,1.1229,45.7162,0.3789,44.6832,5561.9757,0.4228
102.4343,2.0623,2.0249,125.1395,0.2923,24.6987,4871.6518,0.1523
52.5989,3.2192,1.0172,93.8060,0.3149,54.2294,3420.8379,0.1011
46.4468,4.6720,1.7749,50.5557,0.0927,77.7794,6314.2840,0.0681
74.6943,2.9155,1.0987,122.5133,0.1748,62.7880,3500.8666,0.1074
27.6298,9.4344,1.3406,34.2506,0.6083,64.7863,7153.6891,0.2086
35.6192,11.6507,1.2744,57.5300,1.0502,65.7776,4894.3284,0.1225
63.7067,6.3235,1.1106,102.1754,0.5907,67.9566,5039.6059,0.1127
35.4660,7.3280,1.0123,76.4933,0.6012,53.4409,5530.6742,0.1339
44.9657,4.1338,5.2163,42.8080,0.3210,28.1669,5534.0033,0.1144
50.6861,4.5595,1.3326,69.6687,0.3933,82.0178,9757.8926,0.4418
131.1182,9.1975,1.4995,142.6188,0.7082,59.4661,-81.3554,0.4161
50.7389,9.3518,1.4380,69.9798,0.6856,61.5647,6596.5326,0.2574
36.6178,4.7660,1.0020,35.5169,0.5869,54.9030,5548.5426,0.1402
98.5462,11.9676,2.2108,104.8081,0.7143,72.3185,9588.3829,0.1720
56.7918,9.8650,2.5469,81.5781,0.7865,60.8713,3905.7976,0.0905
13.2502,4.2661,1.0116,25.8672,0.2532,81.4839,6801.5805,0.1460
37.4276,7.0483,1.0938,60.8768,0.5146,58.2344,5377.5681,0.1184
65.8810,4.2350,1.6173,98.5724,0.1544,54.1652,7841.4768,0.1800
44.6234,5.4627,1.5741,76.8875,0.3662,70.5415,10022.1290,0.1423
22.5693,2.9280,1.0006,25.7185,0.2780,39.6446,5927.0985,0.1600
30.1928,12.0836,1.2092,73.5896,1.4903,69.4319,4905.3197,0.1119
69.3526,5.0240,1.1098,114.4045,0.4506,49.0373,4938.3602,0.2280
67.3624,6.3295,2.4098,76.6831,0.4137,73.3031,7688.4292,0.1126
84.6213,10.2559,3.4300,141.5027,0.8521,78.5889,6945.1296,0.1276
30.2018,1.0772,1.0200,88.3102,0.0000,31.7156,3884.4879,0.0729
44.1244,2.5146,25.5827,54.7160,0.0000,42.7606,4895.8211,0.0992
67.2989,11.4395,1.1377,102.1633,3.3742,65.5477,5279.2350,0.2039
70.6412,9.7428,1.2377,85.0797,0.6834,61.2212,3168.0719,0.3560
124.9016,5.1418,5.9886,157.7427,0.3458,54.1154,7777.3173,0.1248
69.5642,8.4629,1.1157,87.1227,0.8295,59.4991,9469.7074,0.0952
112.2957,6.7952,1.3401,118.9734,0.3293,66.8723,7979.3624,0.1101
50.8942,1.4149,1.3949,59.6403,0.0000,24.9284,5840.8788,0.3126
60.7698,10.3198,1.1454,125.9470,0.7678,60.6661,2666.3760,0.1311
25.5927,10.4954,1.2433,60.2732,1.1422,79.1163,7217.4791,0.2040
46.8905,5.0462,1.2770,61.6743,0.1274,71.0073,4864.6099,0.1749
41.0691,9.7276,1.1003,47.5613,1.7505,45.2376,5015.8809,0.7709
82.5322,4.2485,1.5922,139.6252,0.4898,54.8778,2400.0050,0.5607
101.6641,9.6139,1.4699,144.4040,0.6254,65.9981,466.2591,0.1536
97.8329,1.6818,2.5262,98.5894,0.0309,39.4833,9103.5637,0.1028
42.1384,5.0634,1.3597,59.2431,0.3067,63.8235,7568.2332,0.1852
43.4687,21.5497,1.7851,84.6424,5.3203,62.7948,4555.7301,0.0863
31.1998,6.7184,1.1453,36.2378,0.3293,77.4962,5610.6567,0.3892
71.0796,7.0352,1.4542,81.3425,0.6404,67.6961,6055.7565,0.0923
41.9104,17.4412,1.3118,58.4908,1.5399,68.1543,5505.9028,0.3362
32.9554,7.4281,1.1034,61.4837,0.3872,82.4248,5767.4442,0.2272
28.0527,4.9907,1.0547,48.4270,0.3246,74.4777,5490.4990,0.1280
122.8251,5.7197,1.1240,176.5364,0.4280,45.0544,7961.5827,0.1408
74.3483,13.2030,1.8383,85.9242,1.0518,63.0412,3242.7971,0.1816
16.4960,6.6452,1.0446,54.8439,0.5168,69.6529,6560.4716,0.4773
53.2532,6.0963,1.6231,69.9692,0.4506,68.8688,4593.1216,0.1392
98.0375,1.9599,1.0160,153.4567,0.0000,44.6216,5694.1689,0.2165
42.9917,8.5330,1.6716,173.4888,0.8356,60.6829,-949.8631,0.0985
47.1114,1.1925,1.0574,104.2460,0.0000,25.0703,10997.6230,0.0923
17.7213,7.2879,1.1106,37.4533,0.5455,53.1084,7315.8728,0.2349
44.9837,6.6233,1.0356,77.9529,0.2614,55.1167,4065.9803,0.1228
50.9232,7.6251,37.1279,20.4815,0.2388,121.1959,2657.0051,0.0778
27.5325,3.0499,1.0229,54.8772,0.1853,49.1059,9332.7771,0.1139
48.5665,4.6989,34.5163,21.4360,0.0767,119.4546,1378.6184,0.0341
76.1425,4.0429,33.5529,31.1993,0.0000,118.0482,6499.8782,0.0310
128.8378,6.1944,2.0864,141.5309,0.4385,72.4393,23.6427,0.0566
34.2662,11.6007,2.8047,92.4016,0.7678,83.5575,5572.3870,0.2485
63.3604,5.3837,1.1590,89.9360,0.4754,42.2510,5048.3684,0.0889
59.4231,5.7578,1.2855,195.5415,0.4815,55.7196,-934.9145,0.0805
110.0843,3.3011,1.0745,140.4285,0.2102,57.3847,338.9974,0.0864
76.5950,6.1054,1.8903,95.0273,0.5229,59.6810,4651.2111,0.0775
44.7436,5.8751,1.0126,60.8416,0.5719,61.6179,6060.5676,0.1289
72.2580,5.7863,1.2295,87.1007,0.2736,77.4701,6860.2756,0.1066
111.3052,2.5751,1.0422,179.5642,0.1484,41.1602,167.9426,0.0423
34.1211,4.3151,1.0842,40.2237,0.2840,66.3548,6287.6330,0.4441
27.6455,4.1851,1.0025,120.7913,0.1936,29.6610,8838.0766,0.0436
64.6850,1.9972,1.1146,190.4191,0.2427,49.8502,1631.1790,0.1170
50.6860,12.3765,1.4698,35.9394,2.4493,51.8096,6312.7855,0.1298
105.8380,6.4550,3.0387,101.8029,0.4197,57.8675,6309.5250,0.1307
23.3380,4.8677,11.4587,32.4826,0.3624,80.3340,6004.3145,0.1029
24.9335,7.7795,6.3461,15.1349,0.3232,101.3471,6230.4458,0.1182
67.7402,7.7657,1.4895,147.9412,0.6690,83.6220,7535.3256,0.2568
34.9693,6.6701,1.0004,68.6363,0.5251,64.2963,7546.3061,0.0661
70.7348,7.5258,1.1577,94.1857,0.3828,75.1377,3714.5706,0.1731
31.9238,4.0601,1.0106,33.2917,0.0309,84.7682,6541.4399,0.1301
49.3935,14.7192,1.0033,81.6857,2.9093,52.1962,7035.0440,0.1812
47.7515,15.2167,1.2881,126.2865,1.6928,74.6972,5125.8713,0.1065
33.6472,1.8743,1.0190,95.7151,0.2532,47.9770,3979.4508,0.3163
101.9727,4.0997,1.0479,157.5993,0.3872,64.9414,5521.9331,0.0795
72.8656,1.5896,1.0010,138.7171,0.0000,37.4550,938.1844,0.0700
27.5374,3.7524,1.1214,106.7729,0.3850,45.0452,4546.0881,0.1157
38.0810,6.3283,1.0326,51.6729,0.3893,49.7260,4550.2040,0.1413
61.1401,7.8944,1.0376,124.3890,0.6585,52.3922,4050.4636,0.3096
15.7983,5.1518,1.0307,42.0767,0.0618,70.1940,7821.5628,0.0643
43.2602,5.2372,1.0585,54.7147,0.2471,38.1023,7261.7368,0.0731
60.2456,12.8130,42.3084,61.0852,0.3315,94.9599,2303.1081,0.1381
62.4202,9.4510,3.1619,102.6229,0.8935,78.8313,8945.5902,0.0763
29.4628,3.3373,2.5848,86.5000,0.4219,58.7279,10401.8420,0.1573
49.4640,1.2507,1.0000,132.2533,0.0000,40.3723,2967.7167,0.0391
31.2676,6.9406,1.0053,49.7039,0.5703,72.0331,5323.0628,0.1681
82.8309,8.5582,2.3402,142.0509,0.7942,51.4004,4857.0790,0.2475
47.1835,7.8114,1.1721,85.2494,0.5885,70.3676,5568.6096,0.1497
123.0179,5.7883,2.4351,174.0438,0.0000,61.4844,1041.8392,0.0292
62.8940,7.5555,2.0647,182.4489,0.6376,61.4494,1355.6236,0.0815
32.5718,18.3859,1.4830,88.6082,6.4267,74.5797,5574.8863,0.1657
49.2644,6.4273,1.7101,64.0642,0.7098,53.4870,4908.7944,0.2025
149.0413,6.3189,1.0961,169.1452,0.1213,34.8447,-173.9634,0.0954
47.5821,7.2355,1.2709,44.6123,0.2592,67.5797,4425.8379,0.2639
98.4065,1.8203,4.0514,169.1877,0.1853,53.3819,896.2065,0.0661
81.6975,6.2401,1.4920,100.0191,0.5289,83.0059,5968.5294,0.1370
29.8716,4.6891,1.0416,49.1526,0.3828,65.0369,5062.4161,0.2036
66.4294,4.6168,1.1585,95.0398,0.6381,52.7967,5454.7393,0.1081
32.8287,9.1399,1.0035,76.9075,0.6012,62.9337,5194.2222,0.0796
28.6233,9.1867,1.0600,55.5031,0.5306,57.6891,6026.4967,0.1671
23.2458,9.0393,1.0151,54.2756,0.9630,77.9961,4861.8288,0.0922
33.2889,5.5046,1.1708,160.9231,0.4649,62.9984,4406.9238,0.3823
53.8119,8.4050,1.9474,72.1976,0.2796,85.1825,10474.4877,0.0280
18.0068,6.6001,1.0007,69.5405,0.5515,62.3140,5032.1420,0.3169
20.6356,9.6202,1.0310,25.8398,0.9034,64.7876,7069.8398,0.3602
61.4205,5.8946,1.0336,109.3777,0.5085,58.2663,2827.3446,0.3882
23.2865,4.3372,1.0754,27.4493,0.2223,74.7798,6588.7296,0.0493
34.0072,33.4655,1.5430,89.3144,8.2975,57.2432,9191.6912,0.1140
41.8036,7.9338,1.1520,150.9680,0.3541,58.0330,2563.3836,0.1666
68.2366,4.0672,2.3478,99.1823,0.3961,72.8034,3515.9189,0.1310
85.6605,8.3471,1.1892,113.5193,0.6690,58.6424,3398.4701,0.1944
26.0856,10.7742,1.1255,52.3425,0.5907,49.4383,6385.4131,0.2444
51.9321,6.7142,3.0143,56.4694,0.5174,42.7830,5525.5281,0.0843
24.3701,7.2604,1.0742,35.4545,0.5372,67.4294,5979.6903,0.1224
52.0178,5.4491,1.0864,91.5584,0.4898,65.9878,3958.3883,0.2007
24.1711,4.6346,1.0344,40.2987,0.2637,58.8849,6997.1295,0.0737
24.3997,8.2846,1.0938,43.9465,0.5146,55.4415,7360.2309,0.1392
68.9176,2.1504,1.0419,96.9024,0.3392,24.9375,4883.4203,0.1072
48.1242,2.3369,1.0425,72.4382,0.1853,72.8983,5325.4705,0.2027
31.6575,6.1624,1.0777,54.3627,0.4815,66.8308,6269.4300,0.1172
50.5668,3.5262,1.1770,49.3629,0.1153,57.6272,7796.2078,0.0537
136.9063,6.8971,5.4424,180.2108,0.5824,43.5896,10092.8766,0.2910
57.1504,4.0309,35.0837,47.5377,0.1544,78.5094,5959.4033,0.0790
68.8845,10.1966,1.3361,90.3240,1.3320,72.0816,5620.7644,0.1756
66.6513,10.6451,3.8628,74.2584,2.4457,46.7172,6092.0257,0.0596
8.7430,8.3628,1.2099,27.8669,0.9801,70.7565,7209.3454,0.2711
45.3523,19.7420,1.6998,43.6894,4.0974,84.1093,5373.0986,0.0638
90.2381,5.5311,13.4545,103.6724,0.0000,72.2693,11801.5906,0.2330
147.8230,5.9910,3.3291,178.9882,0.3254,55.9452,2792.9832,0.3017
51.0223,5.5618,1.3911,101.2548,0.5410,39.5580,5059.6335,0.1401
92.1743,2.4210,1.2705,107.6127,0.1236,54.1529,2418.8870,0.2909
33.5286,1.8362,1.0428,87.1431,0.2019,60.9950,4720.2790,0.0477
24.3424,3.0715,1.0171,26.5411,0.3089,47.0367,5792.6593,0.0935
80.5547,3.7511,1.2123,89.7378,0.1853,42.3780,8421.9183,0.2832
133.8064,3.6827,3.1980,164.8234,0.3458,57.6456,2829.9627,0.0972
23.2778,5.0350,11.5989,32.5915,0.3767,80.3348,6004.8562,0.1288
47.8684,5.1815,1.0953,75.9061,0.3458,64.2305,6309.1923,0.1074
128.4106,7.2322,1.8511,143.1066,0.0927,44.2532,-163.7421,0.0321
28.9847,7.1106,1.0904,54.7970,0.4776,83.3812,5646.8615,0.4798
48.9717,7.3981,1.0112,84.3265,0.7385,69.2785,6814.3476,0.3307
17.2844,8.9375,1.0510,37.0258,0.6585,74.2227,6099.8701,0.1957
67.7561,3.3403,1.0348,72.7987,0.3458,41.1111,9728.5190,0.6182
67.2183,6.1270,1.1220,71.8460,0.5124,59.9587,3380.3080,0.4676
21.3211,2.4893,1.0004,33.6908,0.1666,67.8621,5792.8025,0.1705
25.1129,2.9573,1.0311,28.4698,0.1688,39.8086,7071.3909,0.0936
122.3054,6.3519,2.0201,192.4469,0.3745,55.6809,-85.9743,0.1793
16.0826,16.0018,1.0115,49.8498,2.8591,63.4380,5946.6380,0.1224
102.9911,1.2501,13.4987,146.8856,0.0099,19.7942,2980.2499,0.1148
120.6832,4.8160,1.3764,156.7158,0.2305,27.6781,-177.7357,0.2552
28.4469,5.7479,1.6914,45.3851,0.2796,82.2410,6455.7743,0.1236
62.0099,6.7085,1.0020,111.8553,0.9509,36.8293,4953.9653,0.2000
17.1824,5.8080,1.0013,56.9920,0.5907,47.5597,10024.2392,0.2687
32.9698,3.5898,1.0576,81.3747,0.3602,49.4629,7662.3288,0.1855
58.0451,6.7043,2.3139,117.6745,0.6553,71.6903,3661.3432,0.6326
11.0920,4.5582,1.0045,92.1741,0.2305,61.1381,6885.9018,0.3211
72.0898,6.2072,2.6727,82.0812,0.5394,59.9637,5189.8965,0.1508
22.9766,7.5965,3.7166,52.1595,0.4611,74.6478,5949.4497,0.2830
17.8756,8.4784,1.0873,49.3581,0.4936,80.5548,6273.5323,0.1695
54.8995,5.7366,1.0093,76.4903,0.4484,86.5657,8677.2275,0.1346
79.3940,15.9362,2.7227,160.3220,1.1980,75.9579,3413.2773,0.0886
16.1709,4.2385,1.0000,43.7440,0.2863,27.2546,7571.2898,0.1127
14.5256,9.5397,1.2629,33.4888,0.4385,87.2211,7208.6736,0.6427
26.5011,20.8315,1.0971,70.7577,5.0843,57.7074,4961.2710,0.2089
18.5660,7.6513,1.0328,42.7217,0.0226,62.3249,8745.0109,0.1001
65.8638,4.2830,2.3697,74.1632,0.3210,67.5473,9129.3759,0.0914
144.4763,3.6299,3.5099,164.1780,0.1936,67.8893,5369.1806,0.0544
32.5382,4.3614,1.0228,76.3997,0.5620,46.1938,5719.2799,0.1763
53.3215,7.3377,1.3227,51.5644,0.8588,64.5611,7276.1705,0.1250
114.8042,2.9904,1.0001,155.2167,0.3315,45.9144,7289.8233,0.1218
81.5613,8.0755,1.0548,116.5933,2.4967,52.2607,6231.4276,0.0918
67.3047,7.7119,1.2469,141.8211,1.0126,68.5805,4211.9996,0.1720
56.0331,7.7940,1.4080,57.2379,0.7556,51.7872,7836.8113,0.2405
63.8791,5.1175,1.0949,88.6967,0.5742,50.2605,4280.3749,0.4918
107.8172,4.5160,5.9822,112.5639,0.5913,35.5481,9236.1826,0.1255
14.4134,7.9695,1.0000,92.8899,0.9018,41.6827,5698.3375,0.1161
47.8292,7.8981,1.0101,64.6906,0.5576,68.4466,8150.3674,0.2595
29.4008,8.4943,7.3668,52.2400,0.9591,92.8311,9476.0490,0.0633
27.5227,16.2894,1.1436,60.5644,3.5362,69.3816,6830.1871,0.1011
50.9398,7.2748,2.3864,82.6935,0.5838,61.8150,4726.1203,0.3128
37.5642,5.1219,1.3040,58.2787,0.4363,75.3041,4594.1920,0.0511
51.3488,6.5684,1.1484,94.5584,0.6012,54.0841,3989.5187,0.0977
21.8236,5.0096,1.0949,63.8548,0.8604,40.2713,7828.1525,1.0000
18.2035,5.1159,1.0007,47.2441,0.4324,45.0696,7237.6203,0.0948
126.5999,3.3003,3.1133,140.7777,0.1770,48.0194,-109.5639,0.0914
22.7439,4.5677,4.2568,29.6820,0.4340,64.2972,6681.9144,0.1628
43.7260,10.4120,1.0075,100.7701,1.0865,61.9458,5959.2478,0.0952
37.5478,10.0280,1.1655,80.3417,1.2807,46.0152,4022.9334,0.0822
56.8848,7.5495,1.8216,84.1203,0.5719,55.9073,5851.3995,0.2486
62.4057,7.5056,1.7265,48.8391,1.0887,70.6810,7261.8619,0.3132
28.7510,6.6992,9.3789,84.0627,0.4302,95.8066,6062.9290,0.3855
75.4144,4.7780,1.5644,100.7363,0.4732,41.5073,6784.6152,0.2263
77.6329,4.9918,1.9588,59.0558,0.4920,68.7760,6081.1677,0.3144
65.2068,4.1189,1.0389,102.3186,0.2201,76.5771,3753.4747,0.1508
63.3413,6.6708,1.0446,95.8428,0.4694,65.9709,8005.4810,0.0556
43.9434,9.1048,1.0049,50.3718,0.9365,43.8418,7483.8861,0.0700
52.5067,4.3958,1.5313,55.7770,0.4544,61.0871,5838.3214,0.1104
37.9227,12.3298,1.3215,56.3207,1.4004,66.6573,5485.0813,0.0879
18.2389,4.6146,1.0210,34.3127,0.4980,47.8346,7090.8647,0.1379
53.7225,7.3809,1.2328,99.7602,0.6641,66.1210,4464.9897,0.0569
63.8364,8.9833,1.0269,93.8689,0.9034,56.2021,6850.1698,0.1072
52.7420,6.9029,1.0333,73.9701,1.0821,59.1336,3929.9507,0.1342
102.3050,4.6252,1.2282,113.1471,0.3563,70.4685,4857.5935,0.0630
31.3688,8.1262,1.1229,65.3500,0.6773,63.5937,6042.0488,0.3312
25.5891,6.5301,1.0905,27.2606,0.6939,79.1792,7665.9886,0.0679
70.3445,9.9261,1.3567,77.3302,0.7926,72.8170,4684.5866,0.2320
9.9632,5.1175,1.0027,50.2376,0.7617,41.3666,5464.8435,0.1629
15.2832,4.9996,1.0567,40.6782,0.3458,69.2547,8564.3279,0.1131
37.1989,4.2607,1.1600,60.0351,0.2719,52.9824,7989.6336,0.0484
22.9996,8.8622,1.0358,50.1996,0.9652,64.7684,5871.4982,0.1218
19.1348,6.1834,1.0121,31.6672,0.6525,49.5748,6841.2854,0.1047
68.8058,5.6582,2.6702,105.6955,0.3624,70.8311,11952.7876,0.1316
49.5940,23.0607,1.0180,135.7040,8.8257,52.9097,5661.4043,0.0895
16.0135,4.9203,1.0052,31.1866,0.4490,39.0909,6744.3120,0.7155
50.9048,10.0523,1.0203,81.3817,0.8875,80.5538,6505.0144,0.1904
94.5463,10.8012,1.7646,119.4564,1.9811,71.8626,4665.8343,0.0852
8.3608,5.3947,1.0303,30.5296,0.6216,49.5839,7212.3701,0.1948
9.2712,4.5941,1.0382,34.5646,0.5951,37.5665,7700.9046,0.1393
8.5103,7.7766,1.0666,33.5802,0.9884,49.1844,8072.1635,0.7777
8.8899,4.2149,1.0011,33.6194,0.5538,63.2621,7997.3347,0.0918
11.6121,4.5602,1.0112,33.4455,0.5786,55.3356,8030.4810,0.1484
74.4831,8.5181,1.6939,64.4961,1.1913,69.0827,6255.2610,0.0701
80.9212,5.3543,1.1276,161.1667,0.6095,51.2227,2832.9512,0.2113
36.6753,7.5769,1.0108,75.4195,0.9436,52.0558,6808.9678,0.0650
13.4930,8.7003,1.0138,32.5809,1.1852,60.0013,7259.8268,0.5298
33.9394,5.2533,1.0021,62.4429,0.8913,49.6594,5142.5526,0.0576
69.3982,4.0491,5.5818,103.6671,0.4219,78.3046,4021.6643,0.1105
34.5798,3.2853,1.0008,65.8047,0.3375,62.8969,5951.5987,0.0720
86.6425,11.3979,1.3566,150.9745,0.7518,75.4787,6645.2253,0.2245
55.9522,8.5845,1.7681,77.3038,0.9817,71.9087,4274.5780,0.1368
9.2474,10.9531,1.6552,34.9526,0.9551,72.6606,8057.3421,0.2450
8.6917,5.2047,1.0049,29.1971,0.4550,53.4533,6601.1883,0.2246
27.2221,10.2847,1.3780,103.4742,2.1262,67.1835,4592.6265,0.0543
30.7798,7.4261,1.1810,64.3431,0.6448,67.5608,6055.6700,0.0762
22.0826,15.4067,1.0196,26.0835,4.7385,52.5031,6536.6881,0.1252
51.9789,6.0100,1.3048,97.6475,0.3850,73.8882,4553.6641,0.1747
33.8895,4.3247,1.0063,36.8795,0.3933,64.8932,6550.7765,0.1438
96.2286,3.5415,1.2543,134.4225,0.3541,72.4806,2920.8255,0.0688
30.1894,5.6078,3.3461,52.0038,0.4340,75.5964,6176.8375,0.0822
12.2538,1.4913,1.0002,16.7706,0.0000,50.2828,6242.6919,0.0377
68.5817,13.9310,2.1081,85.5841,1.0213,72.9711,9036.4665,0.2362
26.9854,7.6311,1.4386,139.8281,0.2283,55.2807,3811.3406,0.1415
37.0572,13.7127,1.1030,37.9005,4.0504,54.4689,6947.1542,0.0731
39.3950,14.6585,1.3223,92.0521,2.5679,65.1564,6305.9890,0.0734
28.8874,6.5685,1.0922,39.3657,0.5146,62.6999,8112.4634,0.1247
56.0971,7.0451,1.5093,85.8762,0.6983,67.2835,6356.7991,0.0886
20.9260,5.4082,1.2736,109.4020,0.1853,47.9936,4043.7083,0.0800
32.7862,7.3387,1.2348,108.3714,0.8218,58.7689,8345.4608,0.1084
44.1446,9.0764,1.6287,84.6985,0.6752,74.9498,4784.1901,0.1373
41.0895,10.7317,1.5860,72.0109,2.2420,79.6632,5253.1849,0.0880
34.1122,9.4905,1.0006,71.1829,1.6988,40.3905,4498.7148,0.1538
32.5263,6.1255,1.0039,102.7537,0.4468,66.2922,5436.5788,0.4405
125.1579,9.8828,1.3925,120.6196,0.6299,76.1027,6618.3391,0.0544
36.1461,13.5007,1.0845,74.3450,2.6987,50.6485,5390.9405,0.1424
66.0962,7.5178,1.2629,53.5699,0.5582,65.8771,6960.2000,0.1576
29.1611,4.2168,1.1058,56.9995,0.3993,47.5859,5949.8217,0.0283
48.2268,9.0679,1.3372,141.5611,0.6238,59.5655,3613.4956,0.0870
66.1855,10.3608,2.0513,63.1784,1.4263,85.3558,6587.9146,0.1128
47.1912,7.7981,1.2146,46.0979,0.4015,70.0500,7097.0832,0.0691
10.3910,9.8988,1.0110,42.4182,0.6668,70.8201,7360.6638,0.3354
138.8572,3.5489,11.1933,169.3785,0.1936,61.2520,2105.4354,0.0659
58.9232,6.0907,1.0541,69.8330,0.5229,41.2641,5909.2262,0.2193
38.1139,4.7265,1.0585,73.0730,0.4490,44.3202,7416.8256,0.1997
